Term	Genes	P.value	Adjusted.P.value
positive regulation of osteoblast proliferation (GO:0033690)	TMEM119	0.03342867805356121	0.10736088665879182
macromolecule biosynthetic process (GO:0009059)	SLC11A1	0.03342867805356121	0.10736088665879182
positive regulation of receptor binding (GO:1900122)	B2M	0.03342867805356121	0.10736088665879182
positive regulation of T-helper 2 cell differentiation (GO:0045630)	CD86	0.03342867805356121	0.10736088665879182
trigeminal nerve development (GO:0021559)	TIFAB	0.03342867805356121	0.10736088665879182
regulation of interleukin-12 production (GO:0032655)	SYK;PLCG2	0.03370512707935509	0.10796312473439863
extracellular structure organization (GO:0043062)	VCAM1;ITGAM;ITGB2;ICAM1	0.03425634082629577	0.10943999411348175
synapse organization (GO:0050808)	C1QB;C1QA;C1QC	0.034646544503241145	0.11039607618618044
external encapsulating structure organization (GO:0045229)	VCAM1;ITGAM;ITGB2;ICAM1	0.03475274693766514	0.11044459367100912
myeloid cell differentiation (GO:0030099)	CEBPA;IKZF1	0.03492640206272318	0.11070666345730011
regulation of intracellular signal transduction (GO:1902531)	NFKBIA;GNA13;ARHGAP30;PLCG2;SGK1;ARHGAP45	0.037728753282448305	0.11322348810521604
cellular response to metal ion (GO:0071248)	NCF1;PLCG2;B2M	0.038200772814556486	0.11322348810521604
acylglycerol acyl-chain remodeling (GO:0036155)	PNPLA2	0.038891428780786726	0.11322348810521604
negative regulation of digestive system process (GO:0060457)	TIFAB	0.038891428780786726	0.11322348810521604
regulation of CD8-positive, alpha-beta T cell differentiation (GO:0043376)	NCKAP1L	0.038891428780786726	0.11322348810521604
calcitonin family receptor signaling pathway (GO:0097646)	RAMP2	0.038891428780786726	0.11322348810521604
negative regulation of MyD88-independent toll-like receptor signaling pathway (GO:0034128)	CD14	0.038891428780786726	0.11322348810521604
negative regulation of T cell apoptotic process (GO:0070233)	CCL5	0.038891428780786726	0.11322348810521604
regulation of I-kappaB phosphorylation (GO:1903719)	PLCG2	0.038891428780786726	0.11322348810521604
regulation of inositol phosphate biosynthetic process (GO:0010919)	PLEK	0.038891428780786726	0.11322348810521604
delamination (GO:0060232)	AKNA	0.038891428780786726	0.11322348810521604
regulation of muscle organ development (GO:0048634)	TIFAB	0.038891428780786726	0.11322348810521604
regulation of myosin-light-chain-phosphatase activity (GO:0035507)	NCKAP1L	0.038891428780786726	0.11322348810521604
regulation of natural killer cell chemotaxis (GO:2000501)	CCL5	0.038891428780786726	0.11322348810521604
regulation of prostaglandin biosynthetic process (GO:0031392)	CD74	0.038891428780786726	0.11322348810521604
positive regulation of activation of Janus kinase activity (GO:0010536)	CCL5	0.038891428780786726	0.11322348810521604
regulation of relaxation of muscle (GO:1901077)	TIFAB	0.038891428780786726	0.11322348810521604
positive regulation of cardiac epithelial to mesenchymal transition (GO:0062043)	TGFBR2	0.038891428780786726	0.11322348810521604
regulation of T cell tolerance induction (GO:0002664)	TGFBR2	0.038891428780786726	0.11322348810521604
positive regulation of chemokine (C-X-C motif) ligand 2 production (GO:2000343)	CD74	0.038891428780786726	0.11322348810521604
ganglioside catabolic process (GO:0006689)	HEXB	0.038891428780786726	0.11322348810521604
response to host defenses (GO:0052200)	B2M	0.038891428780786726	0.11322348810521604
positive regulation of humoral immune response (GO:0002922)	FCGR2B	0.038891428780786726	0.11322348810521604
positive regulation of interleukin-23 production (GO:0032747)	PLCG2	0.038891428780786726	0.11322348810521604
positive regulation of lipopolysaccharide-mediated signaling pathway (GO:0031666)	LY86	0.038891428780786726	0.11322348810521604
positive regulation of lymphocyte apoptotic process (GO:0070230)	CCL5	0.038891428780786726	0.11322348810521604
iron coordination entity transport (GO:1901678)	LCN2	0.038891428780786726	0.11322348810521604
maintenance of protein location in extracellular region (GO:0071694)	NRROS	0.038891428780786726	0.11322348810521604
T cell apoptotic process (GO:0070231)	FAS	0.038891428780786726	0.11322348810521604
positive regulation of unsaturated fatty acid biosynthetic process (GO:2001280)	CD74	0.038891428780786726	0.11322348810521604
vascular associated smooth muscle cell development (GO:0097084)	RAMP2	0.038891428780786726	0.11322348810521604
modulation by symbiont of host defense response (GO:0052031)	B2M	0.038891428780786726	0.11322348810521604
negative regulation by host of viral genome replication (GO:0044828)	CCL8	0.038891428780786726	0.11322348810521604
negative regulation of acute inflammatory response (GO:0002674)	FCGR2B	0.038891428780786726	0.11322348810521604
chemokine-mediated signaling pathway (GO:0070098)	CCL8;CCL5	0.0399794130234733	0.11611245791984828
regulation of bone mineralization (GO:0030500)	SRGN;TMEM119	0.04128352057666447	0.11904607218373155
protein localization to plasma membrane (GO:0072659)	RAMP2;TSPAN14;EHD4	0.04193414197994324	0.11904607218373155
regulation of calcium ion transport (GO:0051924)	CD84;CCL5	0.042603527751110044	0.11904607218373155
cellular iron ion homeostasis (GO:0006879)	SLC11A1;LCN2	0.042603527751110044	0.11904607218373155
negative regulation of CD4-positive, alpha-beta T cell proliferation (GO:2000562)	VSIR	0.044323578770219654	0.11904607218373155
amine metabolic process (GO:0009308)	VCAM1	0.044323578770219654	0.11904607218373155
antigen processing and presentation of endogenous peptide antigen via MHC class I (GO:0019885)	B2M	0.044323578770219654	0.11904607218373155
antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent (GO:0002480)	B2M	0.044323578770219654	0.11904607218373155
regulation of activation of Janus kinase activity (GO:0010533)	CCL5	0.044323578770219654	0.11904607218373155
negative regulation of microglial cell activation (GO:1903979)	PTPRC	0.044323578770219654	0.11904607218373155
regulation of dendritic spine maintenance (GO:1902950)	FCGR2B	0.044323578770219654	0.11904607218373155
regulation of epithelial to mesenchymal transition involved in endocardial cushion formation (GO:1905005)	TGFBR2	0.044323578770219654	0.11904607218373155
regulation of extracellular matrix constituent secretion (GO:0003330)	TNFRSF1B	0.044323578770219654	0.11904607218373155
cellular response to interleukin-21 (GO:0098757)	IL2RG	0.044323578770219654	0.11904607218373155
regulation of interleukin-18 production (GO:0032661)	CD84	0.044323578770219654	0.11904607218373155
cytoplasmic sequestering of NF-kappaB (GO:0007253)	NFKBIA	0.044323578770219654	0.11904607218373155
regulation of MyD88-independent toll-like receptor signaling pathway (GO:0034127)	CD14	0.044323578770219654	0.11904607218373155
diacylglycerol biosynthetic process (GO:0006651)	PNPLA2	0.044323578770219654	0.11904607218373155
regulation of RNA biosynthetic process (GO:2001141)	TNFRSF1B	0.044323578770219654	0.11904607218373155
positive regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043372)	NCKAP1L	0.044323578770219654	0.11904607218373155
regulation of T-helper 2 cell differentiation (GO:0045628)	CD86	0.044323578770219654	0.11904607218373155
positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:2001269)	FAS	0.044323578770219654	0.11904607218373155
positive regulation of dendritic cell cytokine production (GO:0002732)	PLCG2	0.044323578770219654	0.11904607218373155
positive regulation of homotypic cell-cell adhesion (GO:0034112)	CCL5	0.044323578770219654	0.11904607218373155
positive regulation of leukocyte differentiation (GO:1902107)	NCKAP1L	0.044323578770219654	0.11904607218373155
positive regulation of membrane invagination (GO:1905155)	NCKAP1L	0.044323578770219654	0.11904607218373155
integrin activation (GO:0033622)	FERMT3	0.044323578770219654	0.11904607218373155
interleukin-21-mediated signaling pathway (GO:0038114)	IL2RG	0.044323578770219654	0.11904607218373155
positive regulation of monocyte chemotactic protein-1 production (GO:0071639)	SYK	0.044323578770219654	0.11904607218373155
positive regulation of oligodendrocyte differentiation (GO:0048714)	TNFRSF1B	0.044323578770219654	0.11904607218373155
positive regulation of triglyceride catabolic process (GO:0010898)	PNPLA2	0.044323578770219654	0.11904607218373155
vascular associated smooth muscle cell differentiation (GO:0035886)	RAMP2	0.044323578770219654	0.11904607218373155
natural killer cell differentiation (GO:0001779)	PTPRC	0.044323578770219654	0.11904607218373155
negative regulation of actin nucleation (GO:0051126)	GMFG	0.044323578770219654	0.11904607218373155
enzyme linked receptor protein signaling pathway (GO:0007167)	HCK;SYK;MERTK	0.045048379361810935	0.12045976331550326
protein localization to cell periphery (GO:1990778)	RAMP2;TSPAN14;EHD4	0.045048379361810935	0.12045976331550326
cellular response to chemokine (GO:1990869)	CCL8;CCL5	0.0452903718026147	0.12084068432609724
regulation of small GTPase mediated signal transduction (GO:0051056)	GNA13;ARHGAP30;ARHGAP45	0.0458444945508174	0.12205091312432527
amyloid fibril formation (GO:1990000)	TSPAN14;B2M	0.04943450279067478	0.12735550920005048
negative regulation of bone resorption (GO:0045779)	TMEM119	0.049725297661304714	0.12735550920005048
basement membrane assembly (GO:0070831)	RAMP2	0.049725297661304714	0.12735550920005048
regulation of CD8-positive, alpha-beta T cell activation (GO:2001185)	IRF1	0.049725297661304714	0.12735550920005048
negative regulation of lipid localization (GO:1905953)	NFKBIA	0.049725297661304714	0.12735550920005048
regulation of cellular extravasation (GO:0002691)	ICAM1	0.049725297661304714	0.12735550920005048
CD40 signaling pathway (GO:0023035)	CD86	0.049725297661304714	0.12735550920005048
negative regulation of production of molecular mediator of immune response (GO:0002701)	FCGR2B	0.049725297661304714	0.12735550920005048
cellular response to interleukin-9 (GO:0071355)	IL2RG	0.049725297661304714	0.12735550920005048
regulation of interleukin-23 production (GO:0032667)	PLCG2	0.049725297661304714	0.12735550920005048
regulation of leukocyte degranulation (GO:0043300)	SYK	0.049725297661304714	0.12735550920005048
regulation of leukocyte mediated cytotoxicity (GO:0001910)	ICAM1	0.049725297661304714	0.12735550920005048
endochondral ossification (GO:0001958)	TMEM119	0.049725297661304714	0.12735550920005048
positive regulation of CD8-positive, alpha-beta T cell activation (GO:2001187)	NCKAP1L	0.049725297661304714	0.12735550920005048
regulation of T-helper 1 type immune response (GO:0002825)	SLC11A1	0.049725297661304714	0.12735550920005048
positive regulation of mast cell degranulation (GO:0043306)	SYK	0.049725297661304714	0.12735550920005048
interleukin-9-mediated signaling pathway (GO:0038113)	IL2RG	0.049725297661304714	0.12735550920005048
positive regulation of phagocytosis, engulfment (GO:0060100)	NCKAP1L	0.049725297661304714	0.12735550920005048
lipid homeostasis (GO:0055088)	CEBPA;PNPLA2	0.05084540110377363	0.12995014092627616
cellular response to type I interferon (GO:0071357)	IRF1;IRF8	0.05227071437892858	0.13079846787220387
chemical homeostasis (GO:0048878)	CEBPA;PNPLA2	0.05227071437892858	0.13079846787220387
type I interferon signaling pathway (GO:0060337)	IRF1;IRF8	0.05227071437892858	0.13079846787220387
response to cytokine (GO:0034097)	CD74;IL1R1;SLC11A1	0.05332109057403281	0.13079846787220387
adherens junction assembly (GO:0034333)	RAMP2	0.055096754219821284	0.13079846787220387
negative regulation of extracellular matrix organization (GO:1903054)	TNFRSF1B	0.055096754219821284	0.13079846787220387
B cell homeostasis (GO:0001782)	NCKAP1L	0.055096754219821284	0.13079846787220387
negative regulation of humoral immune response mediated by circulating immunoglobulin (GO:0002924)	FCGR2B	0.055096754219821284	0.13079846787220387
negative regulation of lymphocyte apoptotic process (GO:0070229)	CCL5	0.055096754219821284	0.13079846787220387
negative regulation of receptor binding (GO:1900121)	B2M	0.055096754219821284	0.13079846787220387
regulation of granulocyte differentiation (GO:0030852)	C1QC	0.055096754219821284	0.13079846787220387
neuron remodeling (GO:0016322)	C1QA	0.055096754219821284	0.13079846787220387
regulation of mast cell activation (GO:0033003)	CD84	0.055096754219821284	0.13079846787220387
regulation of neutrophil migration (GO:1902622)	NCKAP1L	0.055096754219821284	0.13079846787220387
regulation of phagocytosis, engulfment (GO:0060099)	NCKAP1L	0.055096754219821284	0.13079846787220387
ectoderm development (GO:0007398)	ITGAM	0.055096754219821284	0.13079846787220387
regulation of podosome assembly (GO:0071801)	HCK	0.055096754219821284	0.13079846787220387
positive regulation by symbiont of entry into host (GO:0075294)	CD74	0.055096754219821284	0.13079846787220387
regulation of receptor binding (GO:1900120)	B2M	0.055096754219821284	0.13079846787220387
positive regulation of cell activation (GO:0050867)	PLEK	0.055096754219821284	0.13079846787220387
regulation of store-operated calcium entry (GO:2001256)	CD84	0.055096754219821284	0.13079846787220387
glycosphingolipid catabolic process (GO:0046479)	HEXB	0.055096754219821284	0.13079846787220387
granulocyte activation (GO:0036230)	CCL5	0.055096754219821284	0.13079846787220387
granulocyte migration (GO:0097530)	ITGB2	0.055096754219821284	0.13079846787220387
I-kappaB phosphorylation (GO:0007252)	TLR7	0.055096754219821284	0.13079846787220387
positive regulation of mesenchymal cell proliferation (GO:0002053)	TGFBR2	0.055096754219821284	0.13079846787220387
positive regulation of monocyte differentiation (GO:0045657)	CD74	0.055096754219821284	0.13079846787220387
secretory granule organization (GO:0033363)	SRGN	0.055096754219821284	0.13079846787220387
L-serine metabolic process (GO:0006563)	SERINC3	0.055096754219821284	0.13079846787220387
positive regulation of T cell apoptotic process (GO:0070234)	CCL5	0.055096754219821284	0.13079846787220387
positive regulation of transcription by RNA polymerase III (GO:0045945)	CEBPA	0.055096754219821284	0.13079846787220387
positive regulation of vasculogenesis (GO:2001214)	RIN2	0.055096754219821284	0.13079846787220387
positive regulation of viral entry into host cell (GO:0046598)	CD74	0.055096754219821284	0.13079846787220387
modulation by symbiont of host process (GO:0044003)	B2M	0.055096754219821284	0.13079846787220387
myeloid dendritic cell differentiation (GO:0043011)	TGFBR2	0.055096754219821284	0.13079846787220387
negative regulation of alpha-beta T cell proliferation (GO:0046642)	VSIR	0.055096754219821284	0.13079846787220387
vascular endothelial growth factor receptor signaling pathway (GO:0048010)	NCF1;NCKAP1L	0.05516376898728862	0.13079846787220387
positive regulation of gene expression (GO:0010628)	CD74;RAMP2;SLC11A1;PLCG2;TMEM119;VSIR	0.05582537339349906	0.13210916822555138
negative regulation of transforming growth factor beta receptor signaling pathway (GO:0030512)	NRROS;TGFBR2	0.056631106432239356	0.1337551813399583
negative regulation of apoptotic process (GO:0043066)	NFKBIA;HCK;CD74;FAS;NCKAP1L;MERTK	0.05719053684271416	0.13481419752826213
peptidyl-tyrosine phosphorylation (GO:0018108)	HCK;SYK	0.05811205102713735	0.135873839310118
positive regulation of protein polymerization (GO:0032273)	HCK;NCKAP1L	0.05811205102713735	0.135873839310118
positive regulation of protein phosphorylation (GO:0001934)	CD74;PTPRC;PLCG2;TMEM119;FAS	0.059449715514463077	0.135873839310118
defense response to Gram-positive bacterium (GO:0050830)	GSDMD;MPEG1	0.059606405298078216	0.135873839310118
cellular response to growth factor stimulus (GO:0071363)	RAMP2;CCL5;TGFBR2	0.060428187583617336	0.135873839310118
negative regulation of bone remodeling (GO:0046851)	TMEM119	0.06043811633234245	0.135873839310118
regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:2001267)	FAS	0.06043811633234245	0.135873839310118
cell proliferation in forebrain (GO:0021846)	AKNA	0.06043811633234245	0.135873839310118
negative regulation of response to cytokine stimulus (GO:0060761)	PTPRC	0.06043811633234245	0.135873839310118
cellular response to increased oxygen levels (GO:0036295)	FAS	0.06043811633234245	0.135873839310118
cyclooxygenase pathway (GO:0019371)	HPGDS	0.06043811633234245	0.135873839310118
regulation of mesenchymal cell proliferation (GO:0010464)	TGFBR2	0.06043811633234245	0.135873839310118
